Show Name	Keyword	minp	maxp	tag
Clubwear Mini Dresses	clubwear mini dresses	0		Club Dresses;Mini
Cocktail Mini Dress	cocktail mini dress	0		Cocktail Dresses;Mini
Cocktail Mini Dresses	cocktail mini dresses	0		Cocktail Dresses;Mini
Floor Length Prom Dresses	floor length prom dresses	0		Prom Dresses;Floor Length
Formal Mini Dresses	formal mini dresses	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Mini
Knee Length Cocktail Dresses	knee length cocktail dresses	0		Cocktail Dresses;Knee Length
Knee Length Formal Dresses	knee length formal dresses	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Knee Length
Little Black Mini Dress	little black mini dress	0		Little Black Dresses;Mini
Little Black Mini Dresses	little black mini dresses	0		Little Black Dresses;Mini
Long Ball Gowns	long ball gowns	0		Tea Length;Ankle Length;Floor Length;Sweep Train;Ball Gown
Long Dress for Wedding Guest	long dress for wedding guest	0		Wedding Guest Dresses;Tea Length;Ankle Length;Floor Length;Sweep Train
Long Graduation Dresses	long graduation dresses	0		Prom Dresses;Tea Length;Ankle Length;Floor Length;Sweep Train
Long Homecoming Dresses	long homecoming dresses	0		Homecoming Dresses;Tea Length;Ankle Length;Floor Length;Sweep Train
Long Special Occasion Dresses	long special occasion dresses	0		Club Dresses;Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Tea Length;Ankle Length;Floor Length;Sweep Train
Micro Mini Dress	micro mini dress	0		Mini
Micro Mini Dresses	micro mini dresses	0		Mini
Mini Club Dress	mini club dress	0		Club Dresses;Mini
Mini Cocktail Dress	mini cocktail dress	0		Cocktail Dresses;Mini
Mini Cocktail Dresses	mini cocktail dresses	0		Cocktail Dresses;Mini
Mini Dress Clubwear	mini dress clubwear	0		Club Dresses;Mini
Mini Dresses Clubbing	mini dresses clubbing	0		Club Dresses;Mini
Mini Dresses Clubwear	mini dresses clubwear	0		Club Dresses;Mini
Party Mini Dress	party mini dress	0		Party Dresses;Mini
Party Mini Dresses	party mini dresses	0		Party Dresses;Mini
Short Cocktail Prom Dresses	short cocktail prom dresses	0		Cocktail Dresses;Prom Dresses;Short
Short Dresses for Wedding Guest	short dresses for wedding guest	0		Wedding Guest Dresses;Short
Short Graduation Dresses	short graduation dresses	0		Prom Dresses;Short
Short Mini Dress	short mini dress	0		Mini;Short
Short Mini Dresses	short mini dresses	0		Mini;Short
Short Special Occasion Dresses	short special occasion dresses	0		Club Dresses;Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Short
Shortest Mini Dress	shortest mini dress	0		Mini;Short
Special Occasion Long Dresses	special occasion long dresses	0		Club Dresses;Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Tea Length;Ankle Length;Floor Length;Sweep Train
Special Occasion Short Dresses	special occasion short dresses	0		Club Dresses;Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Short
Sweet 16 Court Dresses	sweet 16 court dresses	0		Sweet 16 Dresses
Long Prom Dresses	long prom dresses	0		Prom Dresses;Tea Length;Ankle Length;Floor Length;Sweep Train
Short Prom Dresses under 100	short prom dresses under 100	0	100	Prom Dresses;Short
Long Prom Dresses under 200	long prom dresses under 200	0	200	Prom Dresses;Tea Length;Ankle Length;Floor Length;Sweep Train
Short Formal Dresses under 100	short formal dresses under 100	0	100	Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Short
Short Homecoming Dresses under 100	short homecoming dresses under 100	0	100	Homecoming Dresses;Short
Short Prom Dresses under 100 Dollars	short prom dresses under 100 dollars	0	100	Prom Dresses;Short
Short Tight Homecoming Dresses	short tight homecoming dresses	0		Homecoming Dresses;Sheath;Short
Petite Bridal Gowns	petite bridal gowns	0		Bridal Gowns;Petite
Petite Cocktail Dresses	petite cocktail dresses	0		Cocktail Dresses;Petite
Petite Evening Dresses	petite evening dresses	0		Evening Dresses;Petite
Petite Wedding Dresses	petite wedding dresses	0		Bridal Gowns;Petite
Petite Dresses Special Occasion	petite dresses special occasion	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Petite
Evening Dresses Petite	evening dresses petite	0		Evening Dresses;Petite
Petite Evening Gowns	petite evening gowns	0		Evening Dresses;Petite
Petite Party Dresses	petite party dresses	0		Party Dresses;Petite
Club Dresses for Curvy Women	club dresses for curvy women	0		Club Dresses;Hourglass
Formal Petite Dresses	formal petite dresses	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Petite
Little Black Dress Size 12	little black dress size 12	0		Little Black Dresses
Party Dresses Petite	party dresses petite	0		Party Dresses;Petite
Petite Cocktail Dress	petite cocktail dress	0		Cocktail Dresses;Petite
Petite Evening Dress	petite evening dress	0		Evening Dresses;Petite
Petite Formal Dresses	petite formal dresses	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Petite
Petite Formal Evening Gowns	petite formal evening gowns	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Petite
Petite Formal Gowns	petite formal gowns	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Petite
Petite Special Occasion Dress	petite special occasion dress	0		Club Dresses;Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Petite
Petite Special Occasion Dresses	petite special occasion dresses	0		Club Dresses;Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Petite
Size 16 Cocktail Dresses	size 16 cocktail dresses	0		Cocktail Dresses
Size 16 Little Black Dress	size 16 little black dress	0		Little Black Dresses
Special Occasion Dresses Petite	special occasion dresses petite	0		Club Dresses;Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Petite
Petite Formal Wear	petite formal wear	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Petite
Evening Dresses Discount	evening dresses discount	0		Evening Dresses
Slinky Mini Dress	slinky mini dress	0		Sheath;Mini
Bridal Dresses Online	bridal dresses online	0		Bridal Gowns
Bridal Gowns Online	bridal gowns online	0		Bridal Gowns
Bridesmaid Dresses Online	bridesmaid dresses online	0		Bridesmaid Dresses
Cocktail Dresses Online	cocktail dresses online	0		Cocktail Dresses
Evening Dresses Online	evening dresses online	0		Evening Dresses
Formal Dresses Online	formal dresses online	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses
Online Wedding Dresses	online wedding dresses	0		Bridal Gowns
Party Dresses Online	party dresses online	0		Party Dresses
Prom Dress Websites	prom dress websites	0		Prom Dresses
Prom Dresses Online	prom dresses online	0		Prom Dresses
Wedding Dresses Online	wedding dresses online	0		Bridal Gowns
Bridal Dress Online	bridal dress online	0		Bridal Gowns
Bridal Dresses Websites	bridal dresses websites	0		Bridal Gowns
Bridal Gown Online	bridal gown online	0		Bridal Gowns
Bridesmaids Dresses Online	bridesmaids dresses online	0		Bridesmaid Dresses
Buy Bridesmaid Dresses Online	buy bridesmaid dresses online	0		Bridesmaid Dresses
Buy Wedding Dress Online	buy wedding dress online	0		Bridal Gowns
Buy Wedding Dresses Online	buy wedding dresses online	0		Bridal Gowns
Club Dresses Online	club dresses online	0		Club Dresses
Online Bridal Dress	online bridal dress	0		Bridal Gowns
Online Bridal Dresses	online bridal dresses	0		Bridal Gowns
Online Bridal Gowns	online bridal gowns	0		Bridal Gowns
Online Bridesmaid Dresses	online bridesmaid dresses	0		Bridesmaid Dresses
Online Prom Dresses	online prom dresses	0		Prom Dresses
Online Wedding Dress	online wedding dress	0		Bridal Gowns
Party Dress Online	party dress online	0		Party Dresses
Party Dress Websites	party dress websites	0		Party Dresses
Prom Dress Online	prom dress online	0		Prom Dresses
Wedding Dresses on Line	wedding dresses on line	0		Bridal Gowns
Bridal Gown Websites	bridal gown websites	0		Bridal Gowns
Bridal Gowns on Line	bridal gowns on line	0		Bridal Gowns
Formal Dress Online	formal dress online	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses
Formal Wear Online	formal wear online	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses
Little Black Dress Online	little black dress online	0		Little Black Dresses
Online Cocktail Dresses	online cocktail dresses	0		Cocktail Dresses
Online Formal Wear	online formal wear	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses
Websites for Sweet 16 Dresses	websites for sweet 16 dresses	0		Sweet 16 Dresses
Dresses with Sleeves	dresses with sleeves	0		"Short Sleeve;Elbow Length Sleeve;""3/4 Length Sleeve"";Long Sleeve"
Formal Dress with Sleeves	formal dress with sleeves	0		"Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Short Sleeve;Elbow Length Sleeve;""3/4 Length Sleeve"";Long Sleeve"
Formal Dresses with Sleeves	formal dresses with sleeves	0		"Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Short Sleeve;Elbow Length Sleeve;""3/4 Length Sleeve"";Long Sleeve"
Formal Gowns with Sleeves	formal gowns with sleeves	0		"Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Short Sleeve;Elbow Length Sleeve;""3/4 Length Sleeve"";Long Sleeve;Half Length Sleeve"
Beaded Evening Dresses	beaded evening dresses	0		Evening Dresses;Beaded
Beaded Formal Gowns	beaded formal gowns	0		Cocktail Dresses;Evening Dresses;Graduation Dresses;Homecoming Dresses;Little Black Dresses;Party Dresses;Prom Dresses;Quinceanera Dresses;Sweet 16 Dresses;Beaded
Sequin Cocktail Dress	sequin cocktail dress	0		Cocktail Dresses;Sequin
Sequin Party Dress	sequin party dress	0		Party Dresses;Sequin
Sequin Party Dresses	sequin party dresses	0		Party Dresses;Sequin
Beaded Ball Gowns	beaded ball gowns	0		Ball Gown;Beaded
Beaded Cocktail Dress	beaded cocktail dress	0		Cocktail Dresses;Beaded
Beaded Cocktail Dresses	beaded cocktail dresses	0		Cocktail Dresses;Beaded
Beaded Evening Dress	beaded evening dress	0		Evening Dresses;Beaded
Beaded Evening Gown	beaded evening gown	0		Evening Dresses;Beaded
Beaded Prom Dresses	beaded prom dresses	0		Prom Dresses;Beaded
Beaded Wedding Dresses	beaded wedding dresses	0		Bridal Gowns;Beaded
Floral Cocktail Dress	floral cocktail dress	0		Cocktail Dresses;Flower
Sequin Club Dresses	sequin club dresses	0		Club Dresses;Sequin
Sequin Homecoming Dress	sequin homecoming dress	0		Homecoming Dresses;Sequin
Flower Wedding Dress	flower wedding dress	0		Bridal Gowns;Flower
Sequin Cocktail Dresses	sequin cocktail dresses	0		Cocktail Dresses;Sequin
Sequin Dress	sequin dress	0		Sequin
Sequin Dresses	sequin dresses	0		Sequin
Sparkly Dresses	sparkly dresses	0		Sequin;Rhinestone;Crystals
Flower Dresses	flower dresses	0		Flower
Sequin Mini Dress	sequin mini dress	0		Sequin;Mini
Bride's Dress	bride s dress	0		Bridal Gowns
Bride's Dresses	bride s dresses	0		Bridal Gowns
Bride's Mother Dress	bride s mother dress	0		Mother of the Bride Dresses
Bride's Mother Dresses	bride s mother dresses	0		Mother of the Bride Dresses
Bridesmaid's Dress	bridesmaid s dress	0		Bridesmaid Dresses
Bridesmaid's Dresses	bridesmaid s dresses	0		Bridesmaid Dresses
Cheap Women's Dresses	cheap women s dresses			all
Mother's Wedding Dresses	mother s wedding dresses	0		Mother of the Bride Dresses
Women's Casual Dresses	women s casual dresses	0		Casual
